9.021488716972684,0,6,5.999999999999999
13.115748116907671,18,9,7.909487573337487
17.61574811690767,18,0,15.0
38.881656903769226,18,6,12.0
42.986247891000716,18,6,11.999999999999996
43.93073917396879,18,9,9.0
46.5,13,17,42.46309921184963
48.0,13,17,28.26736318947195
49.5,13,17,21.99008261647765
51.0,0,17,20.314295585125187
51.665624038170435,18,17,3.0
52.5,0,16,18.140876033608805
54.0,0,17,17.802862756865906
56.5,1,0,51.94366376330257
57.60959281756294,0,16,15.0
59.10959281756294,0,17,16.034416687620734
59.5,1,0,38.16738464734973
61.0,1,0,24.13321191821683
61.87945899307315,2,9,55.813201827863615
64.87945899307314,0,16,14.999999999999993
64.87945899307314,2,13,58.343739729883154
66.37945899307314,0,17,15.053513444415131
67.87945899307314,1,17,55.96824491335119
69.37945899307314,2,17,30.01297846088199
70.1687643114666,16,17,3.0
77.93821050618675,16,17,3.0
101.5,16,0,97.82900382003187
103.0,16,0,97.06260351333978
104.5,16,0,82.14716793634503
104.5,6,13,74.37578366600832
106.0,16,0,48.59101113826479
107.5,5,0,106.41132858434617
107.5,2,9,25.066333783728126
109.0,5,1,105.99450363312755
110.5,5,2,67.17694382567903
112.0,5,0,37.01432213641846
112.0,18,9,38.683816039903405
112.0,18,16,19.000551029372915
113.5,5,2,35.27753566702039
115.0,5,1,28.289944996443822
116.5,5,2,29.34389513811925
116.5,18,6,33.302140039609256
118.0,16,0,50.717545817674775
119.5,18,1,63.21984676378364
121.0,18,0,62.643669167105195
122.5,18,0,55.422450791830585
124.0,18,1,36.622395381458205
124.0,18,6,19.38923625867224
125.5,18,0,35.603880336555875
125.5,18,6,17.42555812630897
127.0,18,0,30.662310355284674
128.5,0,13,17.702203551144947
130.0,0,13,14.286288613404963
130.83138926526647,18,13,7.023088695469937
135.0835262196374,0,1,3.0
135.33138926526647,18,6,12.0
136.12949281090607,0,9,8.999999999999986
136.83138926526647,18,9,10.690348890346655
138.33138926526647,18,6,14.440386198408746
