,0,2,6,10,13,17,18,16,9,5,1
0,15,12,0,2,1,2,67,8,0,0,0
2,8,0,1,0,0,0,18,3,0,0,0
6,0,0,0,0,0,0,1,0,0,7,1
13,1,0,0,0,0,0,9,2,1,0,0
17,1,0,0,0,0,0,23,0,0,0,0
18,0,0,0,0,0,0,9,0,0,0,0
16,28,4,2,2,6,1,46,0,3,3,9
9,2,3,1,0,0,0,2,0,0,1,1
5,13,22,4,0,0,0,1,1,0,0,8
1,23,0,2,0,0,1,17,2,0,2,11
