0,55,45
1,45,55
2,45,55
3,55,45
4,75,25
5,25,75
6,25,75
7,75,25
8,70,30
9,30,70
10,30,70
11,70,30
12,9999999,9999999
13,9999999,9999999
14,9999999,9999999
15,55,45
16,45,55
17,45,55
18,55,45
